Date,Habit,Status
2024-04-26,Meditation,Partial
2024-04-12,Water Intake,Partial
2024-06-29,Meditation,Skipped
2024-10-31,Journaling,Skipped
2024-06-30,Meditation,Skipped
2024-01-10,Meditation,Exceeded
2024-08-10,Exercise,Partial
2024-07-17,Exercise,Completed
2024-11-30,Exercise,Exceeded
2024-12-12,Journaling,Exceeded
2024-11-03,Exercise,Completed
2024-11-10,Exercise,Exceeded
2024-03-30,Water Intake,Skipped
2024-11-26,Journaling,Completed
2024-01-22,Water Intake,Partial
2024-09-04,Meditation,Partial
2024-08-12,Journaling,Skipped
2024-05-27,Journaling,Exceeded
2024-12-04,Journaling,Partial
2024-03-12,Reading,Exceeded
2024-07-08,Exercise,Completed
2024-02-17,Water Intake,Exceeded
2024-04-06,Reading,Completed
2024-06-27,Water Intake,Partial
2024-07-04,Water Intake,Skipped
2024-09-10,Reading,Completed
2024-08-22,Meditation,Partial
2024-04-25,Meditation,Partial
2024-09-23,Reading,Exceeded
2024-10-09,Exercise,Partial
2024-11-13,Exercise,Skipped
2024-01-04,Journaling,Exceeded
2024-06-17,Journaling,Exceeded
2024-11-09,Meditation,Skipped
2024-01-16,Reading,Skipped
2024-03-26,Reading,Exceeded
2024-07-16,Reading,Completed
2024-10-01,Exercise,Exceeded
2024-03-31,Journaling,Skipped
2024-05-26,Journaling,Completed
2024-07-24,Meditation,Partial
2024-07-29,Meditation,Skipped
2024-10-29,Meditation,Partial
2024-11-27,Water Intake,Partial
2024-04-06,Meditation,Completed
2024-10-25,Meditation,Exceeded
2024-12-25,Exercise,Skipped
2024-03-17,Meditation,Exceeded
2024-12-16,Exercise,Completed
2024-03-16,Meditation,Partial
2024-10-09,Meditation,Exceeded
2024-04-03,Meditation,Partial
2024-07-10,Water Intake,Completed
2024-02-02,Water Intake,Completed
2024-10-19,Reading,Completed
2024-02-24,Journaling,Skipped
2024-01-12,Meditation,Exceeded
2024-07-21,Meditation,Exceeded
2024-01-04,Reading,Completed
2024-07-31,Journaling,Partial
2024-09-06,Water Intake,Partial
2024-06-23,Water Intake,Partial
2024-02-01,Meditation,Exceeded
2024-11-26,Reading,Skipped
2024-05-23,Exercise,Skipped
2024-11-19,Reading,Completed
2024-10-06,Journaling,Exceeded
2024-08-26,Water Intake,Partial
2024-09-10,Exercise,Completed
2024-12-10,Reading,Skipped
2024-04-13,Reading,Skipped
2024-12-10,Journaling,Partial
2024-02-01,Meditation,Completed
2024-12-01,Water Intake,Partial
2024-04-07,Meditation,Skipped
2024-05-25,Meditation,Exceeded
2024-03-13,Meditation,Partial
2024-09-05,Water Intake,Partial
2024-10-06,Exercise,Exceeded
2024-03-17,Exercise,Partial
2024-05-13,Reading,Partial
2024-07-16,Water Intake,Skipped
2024-01-22,Meditation,Skipped
2024-07-28,Water Intake,Skipped
2024-11-17,Meditation,Partial
2024-04-30,Meditation,Completed
2024-09-07,Meditation,Exceeded
2024-11-10,Exercise,Skipped
2024-06-15,Exercise,Exceeded
2024-02-27,Water Intake,Skipped
2024-06-27,Water Intake,Partial
2024-11-14,Water Intake,Completed
2024-10-24,Exercise,Skipped
2024-02-17,Reading,Partial
2024-11-22,Meditation,Completed
2024-03-27,Journaling,Partial
2024-09-14,Exercise,Skipped
2024-01-16,Exercise,Skipped
2024-02-16,Exercise,Skipped
2024-06-07,Reading,Partial
2024-03-03,Meditation,Skipped
2024-02-22,Meditation,Partial
2024-04-13,Meditation,Skipped
2024-04-05,Reading,Partial
2024-07-25,Exercise,Partial
2024-03-30,Journaling,Exceeded
2024-02-07,Journaling,Exceeded
2024-08-18,Exercise,Partial
2024-03-15,Exercise,Skipped
2024-03-18,Water Intake,Partial
2024-11-07,Water Intake,Completed
2024-10-02,Exercise,Partial
2024-05-21,Water Intake,Completed
2024-10-19,Reading,Completed
2024-06-30,Exercise,Partial
2024-06-10,Water Intake,Exceeded
2024-01-24,Exercise,Exceeded
2024-11-26,Water Intake,Skipped
2024-10-08,Water Intake,Completed
2024-01-19,Water Intake,Completed
2024-09-16,Meditation,Partial
2024-03-13,Exercise,Partial
2024-02-03,Reading,Skipped
2024-07-20,Exercise,Skipped
2024-01-02,Exercise,Partial
2024-12-07,Journaling,Exceeded
2024-04-08,Meditation,Partial
2024-04-17,Journaling,Skipped
2024-12-31,Exercise,Partial
2024-01-31,Water Intake,Skipped
2024-09-20,Water Intake,Exceeded
2024-07-25,Exercise,Partial
2024-11-17,Water Intake,Skipped
2024-10-06,Journaling,Completed
2024-12-26,Journaling,Skipped
2024-06-30,Meditation,Skipped
2024-07-13,Reading,Completed
2024-12-16,Meditation,Partial
2024-11-12,Water Intake,Completed
2024-08-22,Exercise,Skipped
2024-02-09,Journaling,Exceeded
2024-12-22,Meditation,Completed
2024-06-29,Reading,Skipped
2024-12-30,Exercise,Skipped
2024-11-09,Water Intake,Partial
2024-06-09,Reading,Exceeded
2024-01-29,Exercise,Skipped
2024-01-25,Reading,Partial
2024-03-04,Exercise,Partial
2024-03-25,Exercise,Exceeded
2024-09-29,Meditation,Partial
2024-09-29,Water Intake,Skipped
2024-06-23,Meditation,Skipped
2024-12-22,Meditation,Completed
2024-11-16,Reading,Exceeded
2024-12-02,Journaling,Partial
2024-12-25,Water Intake,Exceeded
2024-01-23,Reading,Skipped
2024-01-02,Exercise,Partial
2024-11-08,Journaling,Partial
2024-08-23,Journaling,Exceeded
2024-06-14,Reading,Completed
2024-07-14,Meditation,Partial
2024-05-24,Reading,Exceeded
2024-10-06,Journaling,Partial
2024-07-06,Journaling,Partial
2024-05-20,Reading,Skipped
2024-12-24,Journaling,Skipped
2024-01-23,Meditation,Partial
2024-02-12,Journaling,Partial
2024-07-06,Reading,Partial
2024-04-02,Journaling,Skipped
2024-06-16,Water Intake,Completed
2024-04-14,Reading,Exceeded
2024-07-04,Water Intake,Completed
2024-08-13,Exercise,Skipped
2024-06-15,Exercise,Completed
2024-03-06,Water Intake,Exceeded
2024-07-23,Meditation,Partial
2024-12-23,Water Intake,Completed
2024-04-04,Exercise,Partial
2024-06-18,Meditation,Partial
2024-02-11,Journaling,Exceeded
2024-08-19,Meditation,Exceeded
2024-05-15,Water Intake,Exceeded
2024-09-12,Journaling,Partial
2024-08-28,Water Intake,Skipped
2024-07-28,Exercise,Exceeded
2024-07-18,Meditation,Partial
2024-12-17,Journaling,Completed
2024-10-12,Meditation,Partial
2024-04-26,Water Intake,Completed
2024-06-04,Journaling,Exceeded
2024-02-11,Water Intake,Skipped
2024-05-26,Water Intake,Skipped
2024-04-10,Reading,Skipped
2024-12-12,Journaling,Exceeded
2024-09-13,Exercise,Exceeded
2024-05-06,Journaling,Skipped
2024-03-16,Exercise,Completed
2024-04-27,Journaling,Partial
2024-03-02,Reading,Skipped
2024-06-06,Exercise,Exceeded
2024-10-01,Reading,Completed
2024-04-25,Reading,Skipped
2024-06-30,Journaling,Skipped
2024-06-06,Journaling,Skipped
2024-07-09,Exercise,Exceeded
2024-03-10,Reading,Partial
2024-08-12,Exercise,Completed
2024-12-13,Exercise,Completed
2024-11-06,Meditation,Partial
2024-09-08,Exercise,Exceeded
2024-04-20,Meditation,Exceeded
2024-05-27,Reading,Skipped
2024-09-29,Reading,Completed
2024-09-19,Meditation,Skipped
2024-09-03,Exercise,Skipped
2024-03-30,Meditation,Completed
2024-04-27,Meditation,Partial
2024-01-10,Journaling,Partial
2024-11-09,Reading,Skipped
2024-05-23,Water Intake,Exceeded
2024-06-23,Exercise,Skipped
2024-07-18,Exercise,Completed
2024-05-29,Reading,Completed
2024-03-01,Exercise,Exceeded
2024-01-17,Meditation,Partial
2024-04-21,Journaling,Partial
2024-08-29,Meditation,Completed
2024-06-25,Meditation,Completed
2024-02-23,Meditation,Skipped
2024-11-29,Water Intake,Skipped
2024-11-29,Exercise,Completed
2024-01-07,Meditation,Partial
2024-01-29,Meditation,Exceeded
2024-02-12,Meditation,Exceeded
2024-12-10,Exercise,Exceeded
2024-04-14,Water Intake,Exceeded
2024-01-23,Exercise,Exceeded
2024-11-25,Journaling,Completed
2024-10-20,Water Intake,Skipped
2024-10-19,Journaling,Completed
2024-01-16,Meditation,Skipped
2024-03-04,Meditation,Skipped
2024-06-12,Exercise,Partial
2024-12-31,Reading,Exceeded
2024-12-28,Water Intake,Exceeded
2024-03-05,Water Intake,Completed
2024-10-21,Exercise,Skipped
2024-10-21,Journaling,Partial
2024-10-04,Journaling,Partial
2024-11-28,Exercise,Exceeded
2024-10-27,Reading,Skipped
2024-05-17,Meditation,Completed
2024-06-12,Journaling,Completed
2024-07-14,Journaling,Completed
2024-08-28,Journaling,Exceeded
2024-01-02,Water Intake,Exceeded
2024-10-04,Water Intake,Completed
2024-10-10,Exercise,Skipped
2024-11-06,Meditation,Skipped
2024-06-18,Reading,Exceeded
2024-04-18,Reading,Exceeded
2024-04-22,Journaling,Partial
2024-10-22,Exercise,Exceeded
2024-05-03,Water Intake,Skipped
2024-07-27,Reading,Skipped
2024-04-17,Meditation,Skipped
2024-10-25,Meditation,Partial
2024-12-29,Journaling,Skipped
2024-04-13,Reading,Completed
2024-12-09,Water Intake,Completed
2024-09-02,Water Intake,Skipped
2024-10-15,Exercise,Completed
2024-01-26,Journaling,Skipped
2024-09-12,Water Intake,Exceeded
2024-09-27,Meditation,Partial
2024-02-03,Water Intake,Partial
2024-02-22,Water Intake,Completed
2024-04-26,Meditation,Partial
2024-02-12,Reading,Exceeded
2024-05-23,Water Intake,Exceeded
2024-01-22,Meditation,Skipped
2024-01-17,Exercise,Exceeded
2024-01-17,Journaling,Exceeded
2024-09-19,Meditation,Completed
2024-05-28,Water Intake,Partial
2024-12-14,Water Intake,Completed
2024-07-20,Meditation,Exceeded
2024-09-15,Water Intake,Exceeded
2024-01-14,Water Intake,Completed
2024-11-26,Meditation,Exceeded
2024-10-19,Water Intake,Skipped
2024-06-08,Reading,Partial
2024-10-26,Exercise,Partial
2024-04-16,Exercise,Exceeded
2024-04-09,Water Intake,Completed
2024-10-26,Journaling,Completed
2024-09-02,Exercise,Skipped
2024-11-21,Exercise,Exceeded
2024-10-29,Reading,Partial
2024-01-04,Exercise,Completed
2024-06-23,Water Intake,Skipped
2024-03-17,Journaling,Partial
2024-05-10,Journaling,Exceeded
2024-05-13,Reading,Partial
2024-03-04,Meditation,Exceeded
2024-03-16,Reading,Skipped
2024-02-22,Water Intake,Exceeded
2024-05-03,Exercise,Completed
2024-08-17,Exercise,Completed
2024-02-08,Meditation,Partial
2024-05-25,Reading,Exceeded
2024-12-10,Exercise,Exceeded
2024-02-02,Meditation,Completed
2024-06-13,Reading,Partial
2024-02-18,Exercise,Partial
2024-07-24,Water Intake,Exceeded
2024-10-24,Journaling,Skipped
2024-06-30,Meditation,Skipped
2024-05-28,Meditation,Completed
2024-02-09,Meditation,Exceeded
2024-06-02,Journaling,Skipped
2024-05-26,Exercise,Exceeded
2024-05-24,Meditation,Exceeded
2024-10-23,Reading,Partial
2024-08-01,Journaling,Partial
2024-02-09,Reading,Exceeded
2024-01-07,Water Intake,Skipped
2024-08-17,Journaling,Partial
2024-05-28,Meditation,Skipped
2024-10-10,Water Intake,Skipped
2024-09-02,Meditation,Partial
2024-05-13,Water Intake,Partial
2024-07-26,Journaling,Completed
2024-12-21,Exercise,Completed
2024-06-11,Reading,Completed
2024-02-09,Exercise,Partial
2024-01-11,Water Intake,Partial
2024-09-30,Journaling,Completed
2024-12-08,Reading,Completed
2024-02-21,Exercise,Completed
2024-05-29,Reading,Partial
2024-03-07,Journaling,Completed
2024-04-29,Reading,Skipped
2024-09-30,Meditation,Exceeded
2024-10-14,Exercise,Partial
2024-12-12,Meditation,Partial
2024-10-29,Reading,Partial
2024-11-30,Reading,Completed
2024-09-21,Journaling,Partial
2024-11-28,Meditation,Skipped
2024-10-02,Water Intake,Exceeded
2024-04-12,Water Intake,Skipped
2024-11-05,Water Intake,Skipped
2024-05-05,Water Intake,Partial
2024-04-24,Water Intake,Exceeded
2024-01-16,Meditation,Completed
2024-04-08,Journaling,Exceeded
2024-09-17,Meditation,Skipped
2024-08-12,Exercise,Exceeded
2024-06-30,Meditation,Partial
2024-03-01,Reading,Exceeded
2024-07-30,Journaling,Completed
2024-04-30,Journaling,Completed
2024-12-26,Reading,Exceeded
2024-04-21,Reading,Exceeded
2024-09-02,Exercise,Exceeded
2024-09-27,Journaling,Exceeded
2024-06-03,Journaling,Skipped
2024-07-17,Water Intake,Skipped
2024-06-19,Water Intake,Completed
2024-06-08,Reading,Exceeded
2024-07-29,Exercise,Exceeded
2024-10-15,Exercise,Completed
2024-10-21,Water Intake,Skipped
2024-01-13,Journaling,Exceeded
2024-10-02,Water Intake,Skipped
2024-09-23,Exercise,Skipped
2024-10-08,Journaling,Exceeded
2024-11-14,Exercise,Partial
2024-06-09,Journaling,Skipped
2024-10-24,Journaling,Completed
2024-06-20,Meditation,Completed
2024-10-31,Water Intake,Skipped
2024-10-28,Exercise,Skipped
2024-09-16,Water Intake,Completed
2024-03-09,Journaling,Skipped
2024-11-25,Reading,Completed
2024-04-19,Journaling,Partial
2024-04-01,Journaling,Exceeded
2024-12-15,Exercise,Exceeded
2024-08-09,Meditation,Completed
2024-01-15,Water Intake,Skipped
2024-04-04,Journaling,Skipped
2024-03-02,Exercise,Partial
2024-09-13,Meditation,Partial
2024-12-28,Water Intake,Exceeded
2024-11-11,Water Intake,Completed
2024-11-06,Meditation,Partial
2024-12-03,Exercise,Completed
2024-04-10,Exercise,Skipped
2024-08-01,Water Intake,Skipped
2024-08-09,Water Intake,Partial
2024-02-09,Journaling,Exceeded
2024-01-25,Reading,Skipped
2024-06-20,Reading,Partial
2024-10-09,Journaling,Exceeded
2024-12-15,Meditation,Completed
2024-08-21,Journaling,Skipped
2024-07-25,Reading,Skipped
2024-10-01,Exercise,Skipped
2024-11-01,Journaling,Partial
2024-07-21,Water Intake,Skipped
2024-05-30,Journaling,Partial
2024-07-28,Journaling,Exceeded
2024-05-01,Journaling,Exceeded
2024-02-19,Journaling,Completed
2024-08-01,Water Intake,Skipped
2024-12-09,Water Intake,Partial
2024-02-13,Reading,Skipped
2024-05-25,Meditation,Completed
2024-05-10,Water Intake,Exceeded
2024-01-01,Reading,Completed
2024-02-05,Meditation,Exceeded
2024-12-07,Water Intake,Skipped
2024-11-15,Water Intake,Completed
2024-03-07,Water Intake,Skipped
2024-05-01,Journaling,Partial
2024-05-23,Exercise,Skipped
2024-11-24,Meditation,Skipped
2024-07-21,Exercise,Exceeded
2024-06-27,Exercise,Completed
2024-05-03,Reading,Partial
2024-01-08,Reading,Completed
2024-11-01,Exercise,Skipped
2024-06-29,Meditation,Partial
2024-07-16,Water Intake,Completed
2024-10-03,Meditation,Exceeded
2024-03-21,Journaling,Completed
2024-10-16,Reading,Skipped
2024-06-07,Meditation,Partial
2024-01-29,Exercise,Skipped
2024-07-20,Meditation,Partial
2024-01-26,Water Intake,Skipped
2024-09-25,Reading,Exceeded
2024-12-17,Water Intake,Skipped
2024-09-20,Reading,Exceeded
2024-05-17,Exercise,Skipped
2024-09-12,Meditation,Partial
2024-06-01,Journaling,Partial
2024-12-28,Reading,Skipped
2024-02-21,Meditation,Partial
2024-01-08,Meditation,Skipped
2024-08-14,Journaling,Exceeded
2024-10-27,Water Intake,Completed
2024-06-03,Reading,Skipped
2024-12-09,Journaling,Skipped
2024-10-31,Reading,Partial
2024-05-30,Meditation,Partial
2024-01-01,Exercise,Completed
2024-11-30,Reading,Exceeded
2024-01-09,Exercise,Exceeded
2024-11-22,Meditation,Completed
2024-03-26,Exercise,Exceeded
2024-06-10,Reading,Partial
2024-01-27,Meditation,Skipped
2024-08-05,Exercise,Exceeded
2024-05-18,Meditation,Skipped
2024-09-24,Reading,Completed
2024-11-12,Water Intake,Completed
2024-07-04,Reading,Skipped
2024-03-23,Water Intake,Completed
2024-08-01,Journaling,Exceeded
2024-04-30,Water Intake,Exceeded
2024-11-23,Water Intake,Partial
2024-05-04,Reading,Partial
2024-03-29,Meditation,Exceeded
2024-04-30,Reading,Skipped
2024-05-19,Water Intake,Skipped
2024-05-12,Meditation,Skipped
2024-12-10,Reading,Completed
2024-09-03,Journaling,Partial
2024-05-17,Exercise,Exceeded
2024-06-19,Reading,Partial
2024-05-07,Water Intake,Partial
2024-08-11,Meditation,Partial
2024-04-30,Exercise,Skipped
2024-05-19,Journaling,Completed
2024-09-03,Reading,Exceeded
2024-12-01,Exercise,Skipped
2024-06-01,Water Intake,Completed
2024-03-20,Journaling,Exceeded
2024-11-27,Meditation,Partial
2024-09-11,Journaling,Skipped
2024-01-26,Meditation,Skipped
2024-07-20,Exercise,Skipped
2024-12-02,Meditation,Skipped
2024-09-26,Water Intake,Partial
2024-07-16,Exercise,Exceeded
2024-03-12,Reading,Skipped
2024-09-30,Reading,Completed
2024-09-28,Journaling,Skipped
2024-02-23,Journaling,Exceeded
2024-01-29,Meditation,Completed
2024-12-31,Meditation,Completed
2024-02-06,Meditation,Partial
2024-02-26,Reading,Partial
2024-10-20,Reading,Exceeded
2024-11-09,Reading,Partial
2024-05-15,Reading,Skipped
2024-01-31,Journaling,Completed
2024-06-22,Exercise,Completed
2024-06-16,Water Intake,Skipped
2024-11-20,Exercise,Exceeded
2024-07-08,Exercise,Skipped
2024-01-06,Journaling,Skipped
2024-06-28,Water Intake,Partial
2024-11-01,Meditation,Partial
2024-08-15,Meditation,Partial
2024-08-01,Water Intake,Exceeded
2024-05-04,Water Intake,Exceeded
2024-07-18,Meditation,Exceeded
2024-11-04,Meditation,Completed
2024-01-22,Journaling,Partial
2024-06-27,Journaling,Completed
2024-05-26,Reading,Skipped
2024-09-25,Water Intake,Partial
2024-11-03,Reading,Skipped
2024-09-19,Reading,Partial
2024-11-11,Water Intake,Partial
2024-10-10,Water Intake,Skipped
2024-08-20,Journaling,Partial
2024-03-31,Journaling,Exceeded
2024-06-11,Journaling,Exceeded
2024-08-16,Water Intake,Skipped
2024-09-22,Reading,Exceeded
2024-01-17,Meditation,Exceeded
2024-05-03,Water Intake,Partial
2024-01-15,Water Intake,Completed
2024-12-25,Exercise,Skipped
2024-10-13,Exercise,Exceeded
2024-09-10,Meditation,Completed
2024-05-23,Water Intake,Exceeded
2024-07-27,Exercise,Exceeded
2024-03-01,Water Intake,Exceeded
2024-02-19,Reading,Exceeded
2024-11-18,Reading,Exceeded
2024-11-09,Meditation,Skipped
2024-11-27,Reading,Completed
2024-10-29,Reading,Skipped
2024-09-07,Reading,Exceeded
2024-12-10,Reading,Skipped
2024-08-31,Meditation,Exceeded
2024-01-22,Water Intake,Completed
2024-03-20,Meditation,Partial
2024-12-30,Reading,Completed
2024-01-31,Exercise,Completed
2024-03-06,Water Intake,Partial
2024-07-24,Exercise,Exceeded
2024-05-30,Journaling,Partial
2024-02-21,Water Intake,Exceeded
2024-10-02,Water Intake,Exceeded
2024-12-28,Journaling,Skipped
2024-08-07,Exercise,Partial
2024-11-18,Exercise,Partial
2024-11-20,Journaling,Skipped
2024-07-11,Meditation,Partial
2024-03-18,Meditation,Partial
2024-04-05,Reading,Exceeded
2024-09-25,Exercise,Exceeded
2024-03-24,Meditation,Skipped
2024-01-23,Journaling,Exceeded
2024-07-26,Meditation,Partial
2024-01-17,Reading,Partial
2024-04-07,Water Intake,Skipped
2024-05-18,Meditation,Exceeded
2024-08-31,Exercise,Partial
2024-04-15,Exercise,Completed
2024-01-25,Meditation,Exceeded
2024-09-30,Reading,Completed
2024-08-04,Water Intake,Completed
2024-11-14,Reading,Partial
2024-06-25,Water Intake,Exceeded
2024-10-10,Meditation,Skipped
2024-04-01,Meditation,Completed
2024-11-16,Reading,Completed
2024-01-28,Meditation,Skipped
2024-10-26,Journaling,Completed
2024-01-16,Exercise,Exceeded
2024-11-23,Exercise,Partial
2024-07-28,Exercise,Partial
2024-05-24,Journaling,Partial
2024-03-12,Reading,Exceeded
2024-02-28,Water Intake,Skipped
2024-11-13,Meditation,Exceeded
2024-08-13,Meditation,Skipped
2024-08-30,Journaling,Completed
2024-12-12,Journaling,Completed
2024-02-10,Exercise,Exceeded
2024-09-01,Reading,Skipped
2024-07-21,Meditation,Partial
2024-05-12,Journaling,Partial
2024-03-01,Water Intake,Skipped
2024-03-30,Exercise,Partial
2024-07-19,Journaling,Partial
2024-12-10,Exercise,Exceeded
2024-05-23,Exercise,Exceeded
2024-06-10,Journaling,Completed
2024-10-23,Exercise,Partial
2024-11-24,Meditation,Exceeded
2024-11-08,Reading,Completed
2024-09-30,Water Intake,Exceeded
2024-09-30,Exercise,Skipped
2024-06-17,Meditation,Skipped
2024-02-07,Water Intake,Partial
2024-12-16,Reading,Completed
2024-09-07,Journaling,Completed
2024-09-17,Journaling,Exceeded
2024-06-28,Meditation,Partial
2024-01-07,Water Intake,Exceeded
2024-01-16,Journaling,Partial
2024-11-06,Meditation,Completed
2024-09-12,Exercise,Exceeded
2024-03-13,Journaling,Completed
2024-11-09,Water Intake,Exceeded
2024-01-31,Water Intake,Skipped
2024-08-07,Reading,Partial
2024-07-13,Meditation,Completed
2024-10-05,Journaling,Exceeded
2024-10-07,Reading,Skipped
2024-06-03,Exercise,Partial
2024-03-12,Reading,Partial
2024-01-08,Exercise,Partial
2024-08-07,Water Intake,Completed
2024-02-29,Journaling,Partial
2024-02-08,Meditation,Skipped
2024-01-10,Water Intake,Exceeded
2024-09-12,Reading,Exceeded
2024-05-06,Water Intake,Partial
2024-09-05,Journaling,Partial
2024-08-21,Journaling,Exceeded
2024-02-22,Reading,Skipped
2024-12-31,Reading,Partial
2024-03-18,Exercise,Exceeded
2024-11-04,Reading,Exceeded
2024-03-22,Reading,Partial
2024-10-23,Reading,Exceeded
2024-02-29,Reading,Partial
2024-09-03,Exercise,Exceeded
2024-05-31,Exercise,Completed
2024-02-07,Journaling,Completed
2024-04-23,Exercise,Partial
2024-08-21,Journaling,Partial
2024-08-19,Exercise,Completed
2024-09-05,Reading,Skipped
2024-05-04,Journaling,Completed
2024-03-26,Exercise,Exceeded
2024-04-26,Journaling,Skipped
2024-12-27,Journaling,Skipped
2024-08-30,Meditation,Skipped
2024-04-10,Meditation,Completed
2024-05-01,Water Intake,Exceeded
2024-09-26,Water Intake,Exceeded
2024-11-01,Meditation,Skipped
2024-01-17,Water Intake,Exceeded
2024-08-23,Reading,Completed
2024-09-26,Exercise,Skipped
2024-10-25,Meditation,Partial
2024-10-17,Journaling,Completed
2024-06-14,Journaling,Exceeded
2024-12-23,Meditation,Partial
2024-01-14,Water Intake,Skipped
2024-03-22,Journaling,Completed
2024-06-29,Meditation,Partial
2024-04-17,Reading,Exceeded
2024-08-24,Water Intake,Partial
2024-09-23,Meditation,Partial
2024-04-04,Reading,Partial
2024-10-21,Water Intake,Completed
2024-04-11,Water Intake,Completed
2024-04-19,Journaling,Partial
2024-03-19,Reading,Partial
2024-01-02,Exercise,Partial
2024-04-12,Journaling,Partial
2024-03-05,Meditation,Skipped
2024-09-30,Water Intake,Partial
2024-10-02,Journaling,Exceeded
2024-03-27,Water Intake,Completed
2024-02-22,Journaling,Skipped
2024-07-04,Reading,Partial
2024-09-08,Reading,Partial
2024-07-12,Reading,Partial
2024-10-11,Exercise,Partial
2024-08-11,Journaling,Skipped
2024-06-12,Meditation,Exceeded
2024-09-14,Reading,Completed
2024-06-30,Journaling,Exceeded
2024-10-05,Meditation,Completed
2024-03-10,Exercise,Exceeded
2024-07-06,Journaling,Exceeded
2024-07-23,Water Intake,Exceeded
2024-07-17,Journaling,Partial
2024-06-20,Reading,Exceeded
2024-05-14,Exercise,Partial
2024-10-09,Exercise,Completed
2024-06-29,Journaling,Skipped
2024-02-03,Exercise,Exceeded
2024-12-07,Exercise,Exceeded
2024-01-25,Meditation,Completed
2024-08-21,Exercise,Completed
2024-06-02,Water Intake,Skipped
2024-05-12,Meditation,Exceeded
2024-03-14,Exercise,Exceeded
2024-02-13,Meditation,Completed
2024-06-20,Meditation,Exceeded
2024-08-19,Exercise,Partial
2024-05-10,Journaling,Skipped
2024-01-20,Exercise,Partial
2024-03-22,Meditation,Completed
2024-11-30,Journaling,Completed
2024-08-26,Reading,Partial
2024-02-19,Reading,Skipped
2024-08-24,Journaling,Skipped
2024-06-04,Meditation,Exceeded
2024-01-12,Water Intake,Completed
2024-12-21,Reading,Completed
2024-07-18,Reading,Skipped
2024-11-10,Water Intake,Exceeded
2024-03-25,Meditation,Partial
2024-08-06,Meditation,Exceeded
2024-05-15,Water Intake,Completed
2024-09-28,Exercise,Partial
2024-10-24,Journaling,Skipped
2024-04-16,Journaling,Skipped
2024-02-12,Journaling,Completed
2024-10-04,Meditation,Exceeded
2024-12-02,Meditation,Partial
2024-06-13,Journaling,Exceeded
2024-04-29,Reading,Partial
2024-10-22,Exercise,Exceeded
2024-06-01,Water Intake,Exceeded
2024-11-06,Exercise,Exceeded
2024-11-06,Exercise,Completed
2024-09-16,Reading,Exceeded
2024-04-18,Meditation,Exceeded
2024-11-06,Journaling,Completed
2024-01-16,Water Intake,Partial
2024-07-02,Journaling,Partial
2024-08-10,Exercise,Partial
2024-09-12,Reading,Completed
2024-02-18,Journaling,Exceeded
2024-11-18,Journaling,Partial
2024-03-11,Water Intake,Completed
2024-02-04,Journaling,Skipped
2024-03-09,Journaling,Skipped
2024-11-14,Water Intake,Exceeded
2024-08-29,Meditation,Exceeded
2024-08-17,Exercise,Skipped
2024-09-06,Reading,Completed
2024-05-05,Reading,Exceeded
2024-02-13,Reading,Partial
2024-06-26,Reading,Partial
2024-09-05,Reading,Completed
2024-09-22,Meditation,Skipped
2024-05-04,Water Intake,Skipped
2024-11-30,Journaling,Partial
2024-07-04,Water Intake,Exceeded
2024-07-01,Water Intake,Exceeded
2024-01-22,Reading,Partial
2024-10-24,Exercise,Exceeded
2024-04-07,Journaling,Exceeded
2024-12-09,Journaling,Exceeded
2024-07-04,Exercise,Exceeded
2024-04-26,Meditation,Completed
2024-04-27,Water Intake,Completed
2024-05-03,Journaling,Partial
2024-08-31,Water Intake,Skipped
2024-10-19,Meditation,Exceeded
2024-07-04,Exercise,Exceeded
2024-05-01,Exercise,Completed
2024-02-01,Meditation,Partial
2024-07-13,Reading,Exceeded
2024-08-04,Journaling,Exceeded
2024-04-10,Exercise,Exceeded
2024-03-22,Journaling,Completed
2024-05-02,Water Intake,Skipped
2024-06-05,Water Intake,Skipped
2024-01-01,Water Intake,Skipped
2024-04-09,Journaling,Exceeded
2024-10-06,Reading,Partial
2024-05-27,Water Intake,Completed
2024-01-24,Reading,Completed
2024-06-24,Water Intake,Skipped
2024-03-11,Meditation,Skipped
2024-12-08,Meditation,Skipped
2024-08-06,Reading,Skipped
2024-06-09,Exercise,Exceeded
2024-12-26,Reading,Exceeded
2024-01-23,Water Intake,Skipped
2024-11-22,Reading,Skipped
2024-07-17,Water Intake,Exceeded
2024-01-07,Journaling,Exceeded
2024-08-23,Exercise,Completed
2024-05-13,Exercise,Exceeded
2024-04-13,Journaling,Exceeded
2024-06-22,Water Intake,Exceeded
2024-08-27,Journaling,Exceeded
2024-02-06,Exercise,Completed
2024-06-12,Reading,Skipped
2024-05-17,Journaling,Partial
2024-06-28,Water Intake,Exceeded
2024-03-26,Water Intake,Completed
2024-04-09,Water Intake,Skipped
2024-02-23,Reading,Skipped
2024-11-20,Reading,Skipped
2024-07-24,Meditation,Partial
2024-02-10,Reading,Skipped
2024-03-18,Water Intake,Completed
2024-10-26,Reading,Exceeded
2024-12-13,Exercise,Completed
2024-08-01,Water Intake,Exceeded
2024-01-02,Exercise,Skipped
2024-10-20,Reading,Completed
2024-05-05,Reading,Skipped
2024-10-15,Reading,Skipped
2024-10-17,Reading,Exceeded
2024-01-28,Water Intake,Completed
2024-04-03,Water Intake,Completed
2024-05-13,Reading,Partial
2024-06-13,Water Intake,Completed
